	TCR_401AB	TCR_403A	TCR_403B	TCR_464A	TCR_471A	TCR_663	TCR_668	TCR_669	TCR_672
clonotype1267	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1268	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1269	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1270	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1271	0	0	0	0	0	0.05	0	0	0.04
clonotype1272	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1273	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1274	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1275	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1276	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1277	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1278	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1279	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1280	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1281	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1282	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1283	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1284	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1285	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1286	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1287	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1288	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1289	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1290	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1291	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1292	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1293	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1294	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1295	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1296	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1297	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1298	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1299	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1300	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1301	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1302	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1303	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1304	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1305	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1306	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1307	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1308	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1309	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1310	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1311	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1312	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1313	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1314	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1315	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1316	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1317	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1318	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1319	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1320	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1321	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1322	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1323	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1324	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1325	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1326	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1327	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1328	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1329	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1330	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1331	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1332	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1333	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1334	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1335	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1336	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1337	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1338	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1339	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1340	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1341	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1342	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1343	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1344	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1345	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1346	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1347	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1348	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1349	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1350	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1351	0	0	0	0	0	0.05	0	0.04	0
clonotype1352	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1353	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1354	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1355	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1356	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1357	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1358	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1359	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1360	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1361	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1362	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1363	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1364	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1365	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1366	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1367	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1368	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1369	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1370	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1371	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1372	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1373	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1374	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1375	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1376	0	0	0	0	0	0	0	0.04	0.04
clonotype1377	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1378	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1379	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1380	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1381	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1382	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1383	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1384	0	0	0	0	0	0.05	0	0	0.04
clonotype1385	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1386	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1387	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1388	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1389	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1390	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1391	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1392	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1393	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1394	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1395	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1396	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1397	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1398	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1399	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1400	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1401	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1402	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1403	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1404	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1405	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1406	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1407	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1408	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1409	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1410	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1411	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1412	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1413	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1414	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1415	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1416	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1417	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1418	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1419	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1420	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1421	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1422	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1423	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1424	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1425	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1426	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1427	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1428	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1429	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1430	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1431	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1432	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1433	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1434	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1435	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1436	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1437	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1438	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1439	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1440	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1441	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1442	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1443	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1444	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1445	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1446	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1447	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1448	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1449	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1450	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1451	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1452	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1453	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1454	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1455	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1456	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1457	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1458	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1459	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1460	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1461	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1462	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1463	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1464	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1465	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1466	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1467	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1468	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1469	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1470	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1471	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1472	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1473	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1474	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1475	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1476	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1477	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1478	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1479	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1480	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1481	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1482	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1483	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1484	0	0	0	0	0	0.05	0	0.04	0
clonotype1485	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1486	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1487	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1488	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1489	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1490	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1491	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1492	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1493	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1494	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1495	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1496	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1497	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1498	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1499	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1500	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1501	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1502	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1503	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1504	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1505	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1506	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1507	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1508	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1509	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1510	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1511	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1512	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1513	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1514	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1515	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1516	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1517	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1518	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1519	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1520	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1521	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1522	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1523	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1524	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1525	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1526	0	0	0	0	0	0.05	0	0	0.04
clonotype1527	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1528	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1529	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1530	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1531	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1532	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1533	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1534	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1535	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1536	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1537	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1538	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1539	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1540	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1541	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1542	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1543	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1544	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1545	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1546	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1547	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1548	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1549	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1550	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1551	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1552	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1553	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1554	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1555	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1556	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1557	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1558	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1559	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1560	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1561	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1562	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1563	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1564	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1565	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1566	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1567	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1568	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1569	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1570	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1571	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1572	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1573	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1574	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1575	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1576	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1577	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1578	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1579	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1580	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1581	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1582	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1583	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1584	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1585	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1586	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1587	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1588	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1589	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1590	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1591	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1592	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1593	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1594	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1595	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1596	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1597	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1598	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1599	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1600	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1601	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1602	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1603	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1604	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1605	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1606	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1607	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1608	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1609	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1610	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1611	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1612	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1613	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1614	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1615	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1616	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1617	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1618	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1619	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1620	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1621	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1622	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1623	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1624	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1625	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1626	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1627	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1628	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1629	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1630	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1631	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1632	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1633	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1634	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1635	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1636	0	0	0	0	0	0	0	0.04	0.04
clonotype1637	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1638	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1639	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1640	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1641	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1642	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1643	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1644	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1645	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1646	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1647	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1648	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1649	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1650	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1651	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1652	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1653	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1654	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1655	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1656	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1657	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1658	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1659	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1660	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1661	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1662	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1663	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1664	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1665	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1666	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1667	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1668	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1669	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1670	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1671	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1672	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1673	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1674	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1675	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1676	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1677	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1678	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1679	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1680	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1681	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1682	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1683	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1684	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1685	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1686	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1687	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1688	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1689	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1690	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1691	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1692	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1693	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1694	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1695	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1696	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1697	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1698	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1699	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1700	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1701	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1702	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1703	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1704	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1705	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1706	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1707	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1708	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1709	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1710	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1711	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1712	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1713	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1714	0	0	0	0	0	0.05	0	0.04	0.04
clonotype1715	0	0	0	0	0	0.05	0	0.04	0
clonotype1716	0	0	0	0	0	0.05	0	0.04	0.04
