	TCR_401AB	TCR_403A	TCR_403B	TCR_464A	TCR_471A	TCR_663	TCR_668	TCR_669	TCR_672
clonotype2180	0	0	0	0	0	0	0	0	0.04
clonotype2181	0	0	0	0	0	0	0	0	0.04
clonotype2182	0	0	0	0	0	0	0	0	0.04
clonotype2183	0	0	0	0	0	0	0	0	0.04
clonotype2184	0	0	0	0	0	0	0	0	0.04
clonotype2185	0	0	0	0	0	0	0	0	0.04
clonotype2186	0	0	0	0	0	0	0	0	0.04
clonotype2187	0	0	0	0	0	0	0	0	0.04
clonotype2188	0	0	0	0	0	0	0	0	0.04
clonotype2189	0	0	0	0	0	0	0	0	0.04
clonotype2190	0	0	0	0	0	0	0	0	0.04
clonotype2191	0	0	0	0	0	0	0	0	0.04
clonotype2192	0	0	0	0	0	0	0	0	0.04
clonotype2193	0	0	0	0	0	0	0	0	0.04
clonotype2194	0	0	0	0	0	0	0	0	0.04
clonotype2195	0	0	0	0	0	0	0	0	0.04
clonotype2196	0	0	0	0	0	0	0	0	0.04
clonotype2197	0	0	0	0	0	0	0	0	0.04
clonotype2198	0	0	0	0	0	0	0	0	0.04
clonotype2199	0	0	0	0	0	0	0	0	0.04
clonotype2200	0	0	0	0	0	0	0	0	0.04
clonotype2201	0	0	0	0	0	0	0	0	0.04
clonotype2202	0	0	0	0	0	0	0	0	0.04
clonotype2203	0	0	0	0	0	0	0	0	0.04
clonotype2204	0	0	0	0	0	0	0	0	0.04
clonotype2205	0	0	0	0	0	0	0	0	0.04
clonotype2206	0	0	0	0	0	0	0	0	0.04
clonotype2207	0	0	0	0	0	0	0	0	0.04
clonotype2208	0	0	0	0	0	0	0	0	0.04
clonotype2209	0	0	0	0	0	0	0	0	0.04
clonotype2210	0	0	0	0	0	0	0	0	0.04
clonotype2211	0	0	0	0	0	0	0	0	0.04
clonotype2212	0	0	0	0	0	0	0	0	0.04
clonotype2213	0	0	0	0	0	0	0	0	0.04
clonotype2214	0	0	0	0	0	0	0	0	0.04
clonotype2215	0	0	0	0	0	0	0	0	0.04
clonotype2216	0	0	0	0	0	0	0	0	0.04
clonotype2217	0	0	0	0	0	0	0	0	0.04
clonotype2218	0	0	0	0	0	0	0	0	0.04
clonotype2219	0	0	0	0	0	0	0	0	0.04
clonotype2220	0	0	0	0	0	0	0	0	0.04
clonotype2221	0	0	0	0	0	0	0	0	0.04
clonotype2222	0	0	0	0	0	0	0	0	0.04
clonotype2223	0	0	0	0	0	0	0	0	0.04
clonotype2224	0	0	0	0	0	0	0	0	0
clonotype2225	0	0	0	0	0	0	0	0	0.04
clonotype2226	0	0	0	0	0	0	0	0	0.04
clonotype2227	0	0	0	0	0	0	0	0	0.04
clonotype2228	0	0	0	0	0	0	0	0	0.04
clonotype2229	0	0	0	0	0	0	0	0	0.04
clonotype2230	0	0	0	0	0	0	0	0	0.04
clonotype2231	0	0	0	0	0	0	0	0	0.04
clonotype2232	0	0	0	0	0	0	0	0	0.04
clonotype2233	0	0	0	0	0	0	0	0	0.04
clonotype2234	0	0	0	0	0	0	0	0	0.04
clonotype2235	0	0	0	0	0	0	0	0	0
clonotype2236	0	0	0	0	0	0	0	0	0.04
clonotype2237	0	0	0	0	0	0	0	0	0.04
clonotype2238	0	0	0	0	0	0	0	0	0.04
clonotype2239	0	0	0	0	0	0	0	0	0.04
clonotype2240	0	0	0	0	0	0	0	0	0.04
clonotype2241	0	0	0	0	0	0	0	0	0.04
clonotype2242	0	0	0	0	0	0	0	0	0.04
clonotype2243	0	0	0	0	0	0	0	0	0.04
clonotype2244	0	0	0	0	0	0	0	0	0.04
clonotype2245	0	0	0	0	0	0	0	0	0.04
clonotype2246	0	0	0	0	0	0	0	0	0.04
clonotype2247	0	0	0	0	0	0	0	0	0.04
clonotype2248	0	0	0	0	0	0	0	0	0.04
clonotype2249	0	0	0	0	0	0	0	0	0.04
clonotype2250	0	0	0	0	0	0	0	0	0.04
clonotype2251	0	0	0	0	0	0	0	0	0.04
clonotype2252	0	0	0	0	0	0	0	0	0.04
clonotype2253	0	0	0	0	0	0	0	0	0.04
clonotype2254	0	0	0	0	0	0	0	0	0.04
clonotype2255	0	0	0	0	0	0	0	0	0.04
clonotype2256	0	0	0	0	0	0	0	0	0.04
clonotype2257	0	0	0	0	0	0	0	0	0.04
clonotype2258	0	0	0	0	0	0	0	0	0.04
clonotype2259	0	0	0	0	0	0	0	0	0.04
clonotype2260	0	0	0	0	0	0	0	0	0.04
clonotype2261	0	0	0	0	0	0	0	0	0.04
clonotype2262	0	0	0	0	0	0	0	0	0.04
clonotype2263	0	0	0	0	0	0	0	0	0.04
clonotype2264	0	0	0	0	0	0	0	0	0.04
clonotype2265	0	0	0	0	0	0	0	0	0.04
clonotype2266	0	0	0	0	0	0	0	0	0.04
clonotype2267	0	0	0	0	0	0	0	0	0.04
clonotype2268	0	0	0	0	0	0	0	0	0.04
clonotype2269	0	0	0	0	0	0	0	0	0.04
clonotype2270	0	0	0	0	0	0	0	0	0.04
clonotype2271	0	0	0	0	0	0	0	0	0.04
clonotype2272	0	0	0	0	0	0	0	0	0.04
clonotype2273	0	0	0	0	0	0	0	0	0.04
clonotype2274	0	0	0	0	0	0	0	0	0.04
clonotype2275	0	0	0	0	0	0	0	0	0.04
clonotype2276	0	0	0	0	0	0	0	0	0.04
clonotype2277	0	0	0	0	0	0	0	0	0
clonotype2278	0	0	0	0	0	0	0	0	0.04
clonotype2279	0	0	0	0	0	0	0	0	0.04
clonotype2280	0	0	0	0	0	0	0	0	0.04
clonotype2281	0	0	0	0	0	0	0	0	0.04
clonotype2282	0	0	0	0	0	0	0	0	0.04
clonotype2283	0	0	0	0	0	0	0	0	0.04
clonotype2284	0	0	0	0	0	0	0	0	0.04
clonotype2285	0	0	0	0	0	0	0	0	0.04
clonotype2286	0	0	0	0	0	0	0	0	0.04
clonotype2287	0	0	0	0	0	0	0	0	0.04
clonotype2288	0	0	0	0	0	0	0	0	0.04
clonotype2289	0	0	0	0	0	0	0	0	0.04
clonotype2290	0	0	0	0	0	0	0	0	0.04
clonotype2291	0	0	0	0	0	0	0	0	0.04
clonotype2292	0	0	0	0	0	0	0	0	0.04
clonotype2293	0	0	0	0	0	0	0	0	0.04
clonotype2294	0	0	0	0	0	0	0	0	0.04
clonotype2295	0	0	0	0	0	0	0	0	0.04
clonotype2296	0	0	0	0	0	0	0	0	0.04
clonotype2297	0	0	0	0	0	0	0	0	0.04
clonotype2298	0	0	0	0	0	0	0	0	0.04
clonotype2299	0	0	0	0	0	0	0	0	0.04
clonotype2300	0	0	0	0	0	0	0	0	0.04
clonotype2301	0	0	0	0	0	0	0	0	0.04
clonotype2302	0	0	0	0	0	0	0	0	0.04
clonotype2303	0	0	0	0	0	0	0	0	0.04
clonotype2304	0	0	0	0	0	0	0	0	0.04
clonotype2305	0	0	0	0	0	0	0	0	0.04
clonotype2306	0	0	0	0	0	0	0	0	0.04
clonotype2307	0	0	0	0	0	0	0	0	0.04
clonotype2308	0	0	0	0	0	0	0	0	0.04
clonotype2309	0	0	0	0	0	0	0	0	0.04
clonotype2310	0	0	0	0	0	0	0	0	0.04
clonotype2311	0	0	0	0	0	0	0	0	0.04
clonotype2312	0	0	0	0	0	0	0	0	0.04
clonotype2313	0	0	0	0	0	0	0	0	0.04
clonotype2314	0	0	0	0	0	0	0	0	0.04
clonotype2315	0	0	0	0	0	0	0	0	0.04
clonotype2316	0	0	0	0	0	0	0	0	0.04
clonotype2317	0	0	0	0	0	0	0	0	0.04
clonotype2318	0	0	0	0	0	0	0	0	0.04
clonotype2319	0	0	0	0	0	0	0	0	0.04
clonotype2320	0	0	0	0	0	0	0	0	0.04
clonotype2321	0	0	0	0	0	0	0	0	0.04
clonotype2322	0	0	0	0	0	0	0	0	0.04
clonotype2323	0	0	0	0	0	0	0	0	0.04
clonotype2324	0	0	0	0	0	0	0	0	0.04
clonotype2325	0	0	0	0	0	0	0	0	0.04
clonotype2326	0	0	0	0	0	0	0	0	0.04
clonotype2327	0	0	0	0	0	0	0	0	0.04
clonotype2328	0	0	0	0	0	0	0	0	0.04
clonotype2329	0	0	0	0	0	0	0	0	0.04
clonotype2330	0	0	0	0	0	0	0	0	0.04
clonotype2331	0	0	0	0	0	0	0	0	0.04
clonotype2332	0	0	0	0	0	0	0	0	0.04
clonotype2333	0	0	0	0	0	0	0	0	0.04
clonotype2334	0	0	0	0	0	0	0	0	0.04
clonotype2335	0	0	0	0	0	0	0	0	0.04
clonotype2336	0	0	0	0	0	0	0	0	0.04
clonotype2337	0	0	0	0	0	0	0	0	0.04
clonotype2338	0	0	0	0	0	0	0	0	0.04
clonotype2339	0	0	0	0	0	0	0	0	0.04
clonotype2340	0	0	0	0	0	0	0	0	0.04
clonotype2341	0	0	0	0	0	0	0	0	0.04
clonotype2342	0	0	0	0	0	0	0	0	0.04
clonotype2343	0	0	0	0	0	0	0	0	0.04
clonotype2344	0	0	0	0	0	0	0	0	0.04
clonotype2345	0	0	0	0	0	0	0	0	0.04
clonotype2346	0	0	0	0	0	0	0	0	0.04
clonotype2347	0	0	0	0	0	0	0	0	0.04
clonotype2348	0	0	0	0	0	0	0	0	0.04
clonotype2349	0	0	0	0	0	0	0	0	0.04
clonotype2350	0	0	0	0	0	0	0	0	0.04
clonotype2351	0	0	0	0	0	0	0	0	0.04
clonotype2352	0	0	0	0	0	0	0	0	0.04
clonotype2353	0	0	0	0	0	0	0	0	0.04
clonotype2354	0	0	0	0	0	0	0	0	0.04
clonotype2355	0	0	0	0	0	0	0	0	0.04
clonotype2356	0	0	0	0	0	0	0	0	0.04
clonotype2357	0	0	0	0	0	0	0	0	0.04
clonotype2358	0	0	0	0	0	0	0	0	0.04
clonotype2359	0	0	0	0	0	0	0	0	0.04
clonotype2360	0	0	0	0	0	0	0	0	0.04
clonotype2361	0	0	0	0	0	0	0	0	0.04
clonotype2362	0	0	0	0	0	0	0	0	0.04
clonotype2363	0	0	0	0	0	0	0	0	0.04
clonotype2364	0	0	0	0	0	0	0	0	0.04
clonotype2365	0	0	0	0	0	0	0	0	0.04
clonotype2366	0	0	0	0	0	0	0	0	0.04
clonotype2367	0	0	0	0	0	0	0	0	0.04
clonotype2368	0	0	0	0	0	0	0	0	0.04
clonotype2369	0	0	0	0	0	0	0	0	0.04
clonotype2370	0	0	0	0	0	0	0	0	0.04
clonotype2371	0	0	0	0	0	0	0	0	0.04
clonotype2372	0	0	0	0	0	0	0	0	0.04
clonotype2373	0	0	0	0	0	0	0	0	0.04
clonotype2374	0	0	0	0	0	0	0	0	0.04
clonotype2375	0	0	0	0	0	0	0	0	0.04
clonotype2376	0	0	0	0	0	0	0	0	0.04
clonotype2377	0	0	0	0	0	0	0	0	0.04
clonotype2378	0	0	0	0	0	0	0	0	0.04
clonotype2379	0	0	0	0	0	0	0	0	0.04
clonotype2380	0	0	0	0	0	0	0	0	0.04
clonotype2381	0	0	0	0	0	0	0	0	0.04
clonotype2382	0	0	0	0	0	0	0	0	0.04
clonotype2383	0	0	0	0	0	0	0	0	0.04
clonotype2384	0	0	0	0	0	0	0	0	0.04
clonotype2385	0	0	0	0	0	0	0	0	0.04
clonotype2386	0	0	0	0	0	0	0	0	0.04
clonotype2387	0	0	0	0	0	0	0	0	0.04
clonotype2388	0	0	0	0	0	0	0	0	0.04
clonotype2389	0	0	0	0	0	0	0	0	0.04
clonotype2390	0	0	0	0	0	0	0	0	0.04
clonotype2391	0	0	0	0	0	0	0	0	0.04
clonotype2392	0	0	0	0	0	0	0	0	0.04
clonotype2393	0	0	0	0	0	0	0	0	0.04
clonotype2394	0	0	0	0	0	0	0	0	0.04
clonotype2395	0	0	0	0	0	0	0	0	0.04
clonotype2396	0	0	0	0	0	0	0	0	0.04
clonotype2397	0	0	0	0	0	0	0	0	0
clonotype2398	0	0	0	0	0	0	0	0	0.04
clonotype2399	0	0	0	0	0	0	0	0	0.04
clonotype2400	0	0	0	0	0	0	0	0	0.04
clonotype2401	0	0	0	0	0	0	0	0	0.04
clonotype2402	0	0	0	0	0	0	0	0	0.04
clonotype2403	0	0	0	0	0	0	0	0	0.04
clonotype2404	0	0	0	0	0	0	0	0	0.04
clonotype2405	0	0	0	0	0	0	0	0	0.04
clonotype2406	0	0	0	0	0	0	0	0	0.04
clonotype2407	0	0	0	0	0	0	0	0	0.04
clonotype2408	0	0	0	0	0	0	0	0	0.04
clonotype2409	0	0	0	0	0	0	0	0	0.04
clonotype2410	0	0	0	0	0	0	0	0	0.04
clonotype2411	0	0	0	0	0	0	0	0	0.04
clonotype2412	0	0	0	0	0	0	0	0	0.04
clonotype2413	0	0	0	0	0	0	0	0	0.04
clonotype2414	0	0	0	0	0	0	0	0	0.04
clonotype2415	0	0	0	0	0	0	0	0	0.04
clonotype2416	0	0	0	0	0	0	0	0	0.04
clonotype2417	0	0	0	0	0	0	0	0	0.04
clonotype2418	0	0	0	0	0	0	0	0	0.04
clonotype2419	0	0	0	0	0	0	0	0	0.04
clonotype2420	0	0	0	0	0	0	0	0	0.04
clonotype2421	0	0	0	0	0	0	0	0	0.04
clonotype2422	0	0	0	0	0	0	0	0	0.04
clonotype2423	0	0	0	0	0	0	0	0	0.04
clonotype2424	0	0	0	0	0	0	0	0	0.04
clonotype2425	0	0	0	0	0	0	0	0	0.04
clonotype2426	0	0	0	0	0	0	0	0	0.04
clonotype2427	0	0	0	0	0	0	0	0	0.04
clonotype2428	0	0	0	0	0	0	0	0	0.04
clonotype2429	0	0	0	0	0	0	0	0	0.04
clonotype2430	0	0	0	0	0	0	0	0	0.04
clonotype2431	0	0	0	0	0	0	0	0	0.04
clonotype2432	0	0	0	0	0	0	0	0	0.04
clonotype2433	0	0	0	0	0	0	0	0	0.04
clonotype2434	0	0	0	0	0	0	0	0	0.04
clonotype2435	0	0	0	0	0	0	0	0	0.04
clonotype2436	0	0	0	0	0	0	0	0	0.04
clonotype2437	0	0	0	0	0	0	0	0	0.04
clonotype2438	0	0	0	0	0	0	0	0	0.04
clonotype2439	0	0	0	0	0	0	0	0	0.04
clonotype2440	0	0	0	0	0	0	0	0	0.04
clonotype2441	0	0	0	0	0	0	0	0	0.04
clonotype2442	0	0	0	0	0	0	0	0	0.04
clonotype2443	0	0	0	0	0	0	0	0	0.04
clonotype2444	0	0	0	0	0	0	0	0	0.04
clonotype2445	0	0	0	0	0	0	0	0	0.04
clonotype2446	0	0	0	0	0	0	0	0	0.04
clonotype2447	0	0	0	0	0	0	0	0	0.04
clonotype2448	0	0	0	0	0	0	0	0	0.04
clonotype2449	0	0	0	0	0	0	0	0	0.04
clonotype2450	0	0	0	0	0	0	0	0	0.04
clonotype2451	0	0	0	0	0	0	0	0	0.04
clonotype2452	0	0	0	0	0	0	0	0	0.04
clonotype2453	0	0	0	0	0	0	0	0	0.04
clonotype2454	0	0	0	0	0	0	0	0	0.04
clonotype2455	0	0	0	0	0	0	0	0	0.04
clonotype2456	0	0	0	0	0	0	0	0	0.04
clonotype2457	0	0	0	0	0	0	0	0	0.04
clonotype2458	0	0	0	0	0	0	0	0	0.04
clonotype2459	0	0	0	0	0	0	0	0	0.04
clonotype2460	0	0	0	0	0	0	0	0	0.04
clonotype2461	0	0	0	0	0	0	0	0	0.04
clonotype2462	0	0	0	0	0	0	0	0	0.04
clonotype2463	0	0	0	0	0	0	0	0	0.04
clonotype2464	0	0	0	0	0	0	0	0	0.04
clonotype2465	0	0	0	0	0	0	0	0	0.04
clonotype2466	0	0	0	0	0	0	0	0	0.04
clonotype2467	0	0	0	0	0	0	0	0	0.04
clonotype2468	0	0	0	0	0	0	0	0	0.04
clonotype2469	0	0	0	0	0	0	0	0	0.04
clonotype2470	0	0	0	0	0	0	0	0	0.04
clonotype2471	0	0	0	0	0	0	0	0	0.04
clonotype2472	0	0	0	0	0	0	0	0	0.04
clonotype2473	0	0	0	0	0	0	0	0	0.04
clonotype2474	0	0	0	0	0	0	0	0	0.04
clonotype2475	0	0	0	0	0	0	0	0	0.04
clonotype2476	0	0	0	0	0	0	0	0	0.04
clonotype2477	0	0	0	0	0	0	0	0	0.04
clonotype2478	0	0	0	0	0	0	0	0	0.04
clonotype2479	0	0	0	0	0	0	0	0	0.04
clonotype2480	0	0	0	0	0	0	0	0	0.04
clonotype2481	0	0	0	0	0	0	0	0	0.04
clonotype2482	0	0	0	0	0	0	0	0	0.04
clonotype2483	0	0	0	0	0	0	0	0	0.04
clonotype2484	0	0	0	0	0	0	0	0	0.04
clonotype2485	0	0	0	0	0	0	0	0	0
clonotype2486	0	0	0	0	0	0	0	0	0.04
clonotype2487	0	0	0	0	0	0	0	0	0.04
clonotype2488	0	0	0	0	0	0	0	0	0.04
clonotype2489	0	0	0	0	0	0	0	0	0.04
clonotype2490	0	0	0	0	0	0	0	0	0.04
clonotype2491	0	0	0	0	0	0	0	0	0.04
clonotype2492	0	0	0	0	0	0	0	0	0.04
clonotype2493	0	0	0	0	0	0	0	0	0.04
clonotype2494	0	0	0	0	0	0	0	0	0.04
clonotype2495	0	0	0	0	0	0	0	0	0.04
clonotype2496	0	0	0	0	0	0	0	0	0.04
clonotype2497	0	0	0	0	0	0	0	0	0.04
clonotype2498	0	0	0	0	0	0	0	0	0.04
clonotype2499	0	0	0	0	0	0	0	0	0.04
clonotype2500	0	0	0	0	0	0	0	0	0.04
clonotype2501	0	0	0	0	0	0	0	0	0.04
clonotype2502	0	0	0	0	0	0	0	0	0.04
clonotype2503	0	0	0	0	0	0	0	0	0.04
clonotype2504	0	0	0	0	0	0	0	0	0.04
clonotype2505	0	0	0	0	0	0	0	0	0.04
clonotype2506	0	0	0	0	0	0	0	0	0.04
clonotype2507	0	0	0	0	0	0	0	0	0.04
clonotype2508	0	0	0	0	0	0	0	0	0.04
clonotype2509	0	0	0	0	0	0	0	0	0.04
clonotype2510	0	0	0	0	0	0	0	0	0.04
clonotype2511	0	0	0	0	0	0	0	0	0.04
clonotype2512	0	0	0	0	0	0	0	0	0.04
clonotype2513	0	0	0	0	0	0	0	0	0.04
clonotype2514	0	0	0	0	0	0	0	0	0.04
clonotype2515	0	0	0	0	0	0	0	0	0.04
clonotype2516	0	0	0	0	0	0	0	0	0.04
clonotype2517	0	0	0	0	0	0	0	0	0.04
clonotype2518	0	0	0	0	0	0	0	0	0.04
clonotype2519	0	0	0	0	0	0	0	0	0.04
clonotype2520	0	0	0	0	0	0	0	0	0.04
clonotype2521	0	0	0	0	0	0	0	0	0.04
clonotype2522	0	0	0	0	0	0	0	0	0.04
clonotype2523	0	0	0	0	0	0	0	0	0.04
clonotype2524	0	0	0	0	0	0	0	0	0.04
clonotype2525	0	0	0	0	0	0	0	0	0.04
clonotype2526	0	0	0	0	0	0	0	0	0.04
clonotype2527	0	0	0	0	0	0	0	0	0.04
clonotype2528	0	0	0	0	0	0	0	0	0.04
clonotype2529	0	0	0	0	0	0	0	0	0.04
clonotype2530	0	0	0	0	0	0	0	0	0.04
clonotype2531	0	0	0	0	0	0	0	0	0.04
clonotype2532	0	0	0	0	0	0	0	0	0.04
clonotype2533	0	0	0	0	0	0	0	0	0.04
clonotype2534	0	0	0	0	0	0	0	0	0.04
clonotype2535	0	0	0	0	0	0	0	0	0.04
clonotype2536	0	0	0	0	0	0	0	0	0.04
clonotype2537	0	0	0	0	0	0	0	0	0.04
clonotype2538	0	0	0	0	0	0	0	0	0.04
clonotype2539	0	0	0	0	0	0	0	0	0.04
clonotype2540	0	0	0	0	0	0	0	0	0.04
clonotype2541	0	0	0	0	0	0	0	0	0.04
clonotype2542	0	0	0	0	0	0	0	0	0.04
clonotype2543	0	0	0	0	0	0	0	0	0.04
clonotype2544	0	0	0	0	0	0	0	0	0.04
clonotype2545	0	0	0	0	0	0	0	0	0.04
clonotype2546	0	0	0	0	0	0	0	0	0.04
clonotype2547	0	0	0	0	0	0	0	0	0.04
clonotype2548	0	0	0	0	0	0	0	0	0.04
clonotype2549	0	0	0	0	0	0	0	0	0.04
clonotype2550	0	0	0	0	0	0	0	0	0.04
clonotype2551	0	0	0	0	0	0	0	0	0.04
clonotype2552	0	0	0	0	0	0	0	0	0.04
clonotype2553	0	0	0	0	0	0	0	0	0.04
clonotype2554	0	0	0	0	0	0	0	0	0.04
clonotype2555	0	0	0	0	0	0	0	0	0.04
clonotype2556	0	0	0	0	0	0	0	0	0.04
clonotype2557	0	0	0	0	0	0	0	0	0.04
clonotype2558	0	0	0	0	0	0	0	0	0.04
clonotype2559	0	0	0	0	0	0	0	0	0.04
clonotype2560	0	0	0	0	0	0	0	0	0.04
clonotype2561	0	0	0	0	0	0	0	0	0.04
clonotype2562	0	0	0	0	0	0	0	0	0.04
clonotype2563	0	0	0	0	0	0	0	0	0.04
clonotype2564	0	0	0	0	0	0	0	0	0.04
clonotype2565	0	0	0	0	0	0	0	0	0.04
clonotype2566	0	0	0	0	0	0	0	0	0.04
clonotype2567	0	0	0	0	0	0	0	0	0.04
clonotype2568	0	0	0	0	0	0	0	0	0.04
clonotype2569	0	0	0	0	0	0	0	0	0.04
clonotype2570	0	0	0	0	0	0	0	0	0.04
clonotype2571	0	0	0	0	0	0	0	0	0.04
clonotype2572	0	0	0	0	0	0	0	0	0.04
clonotype2573	0	0	0	0	0	0	0	0	0.04
clonotype2574	0	0	0	0	0	0	0	0	0.04
clonotype2575	0	0	0	0	0	0	0	0	0.04
clonotype2576	0	0	0	0	0	0	0	0	0.04
clonotype2577	0	0	0	0	0	0	0	0	0.04
clonotype2578	0	0	0	0	0	0	0	0	0.04
clonotype2579	0	0	0	0	0	0	0	0	0.04
clonotype2580	0	0	0	0	0	0	0	0	0.04
clonotype2581	0	0	0	0	0	0	0	0	0.04
clonotype2582	0	0	0	0	0	0	0	0	0.04
clonotype2583	0	0	0	0	0	0	0	0	0.04
clonotype2584	0	0	0	0	0	0	0	0	0.04
clonotype2585	0	0	0	0	0	0	0	0	0.04
clonotype2586	0	0	0	0	0	0	0	0	0.04
clonotype2587	0	0	0	0	0	0	0	0	0.04
clonotype2588	0	0	0	0	0	0	0	0	0.04
clonotype2589	0	0	0	0	0	0	0	0	0.04
clonotype2590	0	0	0	0	0	0	0	0	0.04
clonotype2591	0	0	0	0	0	0	0	0	0.04
clonotype2592	0	0	0	0	0	0	0	0	0.04
clonotype2593	0	0	0	0	0	0	0	0	0.04
clonotype2594	0	0	0	0	0	0	0	0	0.04
clonotype2595	0	0	0	0	0	0	0	0	0.04
clonotype2596	0	0	0	0	0	0	0	0	0.04
clonotype2597	0	0	0	0	0	0	0	0	0.04
clonotype2598	0	0	0	0	0	0	0	0	0.04
clonotype2599	0	0	0	0	0	0	0	0	0.04
clonotype2600	0	0	0	0	0	0	0	0	0.04
clonotype2601	0	0	0	0	0	0	0	0	0.04
clonotype2602	0	0	0	0	0	0	0	0	0.04
clonotype2603	0	0	0	0	0	0	0	0	0.04
clonotype2604	0	0	0	0	0	0	0	0	0.04
clonotype2605	0	0	0	0	0	0	0	0	0.04
clonotype2606	0	0	0	0	0	0	0	0	0.04
clonotype2607	0	0	0	0	0	0	0	0	0.04
clonotype2608	0	0	0	0	0	0	0	0	0.04
clonotype2609	0	0	0	0	0	0	0	0	0.04
clonotype2610	0	0	0	0	0	0	0	0	0.04
clonotype2611	0	0	0	0	0	0	0	0	0.04
clonotype2612	0	0	0	0	0	0	0	0	0.04
clonotype2613	0	0	0	0	0	0	0	0	0.04
clonotype2614	0	0	0	0	0	0	0	0	0.04
clonotype2615	0	0	0	0	0	0	0	0	0.04
clonotype2616	0	0	0	0	0	0	0	0	0.04
clonotype2617	0	0	0	0	0	0	0	0	0.04
clonotype2618	0	0	0	0	0	0	0	0	0.04
clonotype2619	0	0	0	0	0	0	0	0	0.04
clonotype2620	0	0	0	0	0	0	0	0	0.04
clonotype2621	0	0	0	0	0	0	0	0	0.04
clonotype2622	0	0	0	0	0	0	0	0	0.04
clonotype2623	0	0	0	0	0	0	0	0	0.04
clonotype2624	0	0	0	0	0	0	0	0	0.04
clonotype2625	0	0	0	0	0	0	0	0	0.04
clonotype2626	0	0	0	0	0	0	0	0	0.04
clonotype2627	0	0	0	0	0	0	0	0	0.04
clonotype2628	0	0	0	0	0	0	0	0	0.04
clonotype2629	0	0	0	0	0	0	0	0	0.04
clonotype2630	0	0	0	0	0	0	0	0	0.04
clonotype2631	0	0	0	0	0	0	0	0	0.04
clonotype2632	0	0	0	0	0	0	0	0	0.04
clonotype2633	0	0	0	0	0	0	0	0	0.04
clonotype2634	0	0	0	0	0	0	0	0	0.04
clonotype2635	0	0	0	0	0	0	0	0	0.04
clonotype2636	0	0	0	0	0	0	0	0	0
clonotype2637	0	0	0	0	0	0	0	0	0.04
clonotype2638	0	0	0	0	0	0	0	0	0.04
clonotype2639	0	0	0	0	0	0	0	0	0.04
clonotype2640	0	0	0	0	0	0	0	0	0.04
clonotype2641	0	0	0	0	0	0	0	0	0.04
clonotype2642	0	0	0	0	0	0	0	0	0.04
clonotype2643	0	0	0	0	0	0	0	0	0.04
clonotype2644	0	0	0	0	0	0	0	0	0.04
clonotype2645	0	0	0	0	0	0	0	0	0.04
clonotype2646	0	0	0	0	0	0	0	0	0.04
clonotype2647	0	0	0	0	0	0	0	0	0.04
clonotype2648	0	0	0	0	0	0	0	0	0.04
clonotype2649	0	0	0	0	0	0	0	0	0.04
clonotype2650	0	0	0	0	0	0	0	0	0.04
clonotype2651	0	0	0	0	0	0	0	0	0.04
clonotype2652	0	0	0	0	0	0	0	0	0.04
clonotype2653	0	0	0	0	0	0	0	0	0.04
clonotype2654	0	0	0	0	0	0	0	0	0.04
clonotype2655	0	0	0	0	0	0	0	0	0.04
clonotype2656	0	0	0	0	0	0	0	0	0.04
clonotype2657	0	0	0	0	0	0	0	0	0.04
clonotype2658	0	0	0	0	0	0	0	0	0.04
clonotype2659	0	0	0	0	0	0	0	0	0.04
clonotype2660	0	0	0	0	0	0	0	0	0.04
clonotype2661	0	0	0	0	0	0	0	0	0.04
clonotype2662	0	0	0	0	0	0	0	0	0.04
clonotype2663	0	0	0	0	0	0	0	0	0.04
clonotype2664	0	0	0	0	0	0	0	0	0.04
clonotype2665	0	0	0	0	0	0	0	0	0.04
clonotype2666	0	0	0	0	0	0	0	0	0.04
clonotype2667	0	0	0	0	0	0	0	0	0.04
clonotype2668	0	0	0	0	0	0	0	0	0.04
clonotype2669	0	0	0	0	0	0	0	0	0.04
clonotype2670	0	0	0	0	0	0	0	0	0.04
clonotype2671	0	0	0	0	0	0	0	0	0.04
clonotype2672	0	0	0	0	0	0	0	0	0.04
clonotype2673	0	0	0	0	0	0	0	0	0.04
clonotype2674	0	0	0	0	0	0	0	0	0.04
clonotype2675	0	0	0	0	0	0	0	0	0.04
clonotype2676	0	0	0	0	0	0	0	0	0.04
clonotype2677	0	0	0	0	0	0	0	0	0.04
clonotype2678	0	0	0	0	0	0	0	0	0.04
clonotype2679	0	0	0	0	0	0	0	0	0.04
clonotype2680	0	0	0	0	0	0	0	0	0.04
clonotype2681	0	0	0	0	0	0	0	0	0.04
clonotype2682	0	0	0	0	0	0	0	0	0.04
clonotype2683	0	0	0	0	0	0	0	0	0.04
clonotype2684	0	0	0	0	0	0	0	0	0.04
clonotype2685	0	0	0	0	0	0	0	0	0.04
clonotype2686	0	0	0	0	0	0	0	0	0.04
clonotype2687	0	0	0	0	0	0	0	0	0.04
clonotype2688	0	0	0	0	0	0	0	0	0.04
clonotype2689	0	0	0	0	0	0	0	0	0.04
clonotype2690	0	0	0	0	0	0	0	0	0.04
clonotype2691	0	0	0	0	0	0	0	0	0.04
clonotype2692	0	0	0	0	0	0	0	0	0.04
clonotype2693	0	0	0	0	0	0	0	0	0.04
clonotype2694	0	0	0	0	0	0	0	0	0.04
clonotype2695	0	0	0	0	0	0	0	0	0.04
